Employee_ID,Age,Gender,Education,Experience_Years,Department,Job_Level,Performance_Rating,Certifications,Overtime_Hours,Remote_Work,City,Company_Tenure,Projects_Completed,Skill_Score,Annual_Salary_LPA
EMP10691,39,Female,Diploma,13,Operations,Mid,2,5,15,No,Mumbai,1,21,100,46.94
EMP10692,51,Female,Master,26,Marketing,Lead,5,1,10,Yes,Hyderabad,12,25,91,77.03
EMP10693,54,Male,Bachelor,22,HR,Senior,4,7,30,No,Mumbai,8,19,,61.85
EMP10694,40,Female,Master,16,HR,Senior,4,6,36,Yes,Hyderabad,5,30,73,63.83
EMP10695,43,Female,Bachelor,13,Marketing,Mid,2,9,2,No,Chennai,13,17,89,42.89
EMP10696,52,Male,Bachelor,20,IT,Senior,3,4,24,No,Delhi,0,6,78,56.57
EMP10697,53,Male,Bachelor,27,IT,Lead,5,8,41,No,Delhi,2,26,67,79.86
EMP10698,42,Female,Bachelor,11,Operations,Mid,2,10,21,Yes,Hyderabad,8,10,97,47
EMP10699,,Male,Master,6,Operations,Junior,3,5,50,Yes,Chennai,6,13,87,36.14
EMP10700,34,Female,PhD,12,Sales,Mid,4,3,33,Yes,Chennai,12,24,79,52.38
EMP10701,47,Male,Bachelor,11,IT,Mid,2,7,28,No,Hyderabad,0,12,58,43.71
EMP10702,47,Female,Bachelor,20,IT,Senior,4,10,48,Yes,Mumbai,12,25,99,72.01
EMP10703,42,Female,Bachelor,16,Marketing,Senior,5,10,51,Yes,Chennai,12,13,63,51.68
EMP10704,57,Male,Master,15,HR,Mid,4,10,57,Yes,Chennai,9,3,60,49.6
EMP10705,33,Male,Master,5,Sales,Junior,1,6,18,Yes,Mumbai,5,8,68,31.85
EMP10706,47,Female,Master,20,Marketing,Senior,4,2,7,Yes,Mumbai,4,18,76,63.27
EMP10707,40,Female,Master,13,Operations,Mid,4,10,30,No,Hyderabad,5,20,86,61.1
EMP10708,30,Female,Diploma,2,Marketing,Junior,4,1,52,No,Chennai,2,20,65,29.63
EMP10709,26,Female,Bachelor,3,HR,Junior,3,10,56,No,Mumbai,3,12,94,35.51
EMP10710,60,Male,Bachelor,29,IT,Lead,4,7,24,Yes,Mumbai,5,23,86,84.22
EMP10711,55,Male,Diploma,22,Marketing,Senior,3,10,58,Yes,Hyderabad,2,23,96,65.52
EMP10712,27,Male,Master,2,Marketing,Junior,5,5,26,Yes,Delhi,2,6,66,30.38
EMP10713,50,Female,Bachelor,13,Sales,Mid,4,5,47,Yes,Mumbai,12,28,62,42.2
EMP10714,50,Male,Master,25,Marketing,Lead,4,7,4,Yes,Chennai,2,18,92,72.69
EMP10715,31,Male,Master,5,Marketing,Junior,2,0,38,Yes,Delhi,3,6,68,29.07
EMP10716,21,Male,Diploma,0,Operations,Junior,3,2,28,Yes,Chennai,0,6,63,25.2
EMP10717,54,Male,Bachelor,23,Marketing,Senior,1,6,44,Yes,Mumbai,9,15,53,52.2
EMP10718,36,Female,PhD,8,IT,Mid,2,1,1,Yes,Delhi,8,1,50,43.05
EMP10719,31,Female,Master,5,HR,Junior,2,0,26,Yes,Chennai,3,27,70,37.22
EMP10720,28,Male,Bachelor,6,Sales,Junior,2,3,6,Yes,Chennai,6,11,61,30.85
EMP10721,35,Female,Bachelor,11,HR,Mid,1,10,52,No,Hyderabad,8,21,89,46.47
EMP10722,52,Female,Diploma,19,Marketing,Senior,1,8,50,Yes,Hyderabad,5,9,56,43.31
EMP10723,41,Female,Bachelor,13,HR,Mid,4,1,21,Yes,Mumbai,0,20,87,45.1
EMP10724,28,Male,Bachelor,2,Sales,Junior,3,3,47,No,Hyderabad,2,25,65,32.71
EMP10725,45,Female,Master,19,Sales,Senior,2,10,2,Yes,Hyderabad,7,30,96,65.56
EMP10726,23,Male,PhD,2,Sales,Junior,5,6,41,No,Mumbai,2,25,51,46.86
EMP10727,24,Female,Bachelor,2,IT,Junior,2,10,44,Yes,Chennai,2,20,74,41.71
EMP10728,33,Male,Master,9,HR,Mid,1,10,9,Yes,Delhi,6,5,55,30.57
EMP10729,50,Male,Master,20,Sales,Senior,3,2,46,No,Chennai,6,8,77,58.39
EMP10730,33,Male,Master,12,Marketing,Mid,3,7,5,No,Mumbai,11,13,74,49.12
EMP10731,51,Male,Master,17,HR,Senior,1,6,27,No,Chennai,2,25,69,49.28
EMP10732,50,Male,Master,16,HR,Senior,3,6,35,Yes,Mumbai,15,3,71,126
EMP10733,53,Female,Bachelor,16,Sales,Senior,3,7,25,Yes,Chennai,13,13,97,57.92
EMP10734,28,Female,PhD,7,Sales,Junior,4,9,10,No,Hyderabad,6,25,77,49.73
EMP10735,45,Male,Master,9,HR,Mid,4,3,15,No,Chennai,9,2,73,40.68
EMP10736,30,Male,Master,9,Marketing,Mid,3,3,38,No,Delhi,5,1,57,35.42
EMP10737,33,Female,Master,6,Operations,Junior,4,2,53,No,Hyderabad,6,9,94,40.94
EMP10738,26,Female,Master,0,Marketing,Junior,1,10,36,No,Delhi,0,27,59,31.69
EMP10739,52,Female,Master,18,HR,Senior,1,1,4,Yes,Hyderabad,13,17,76,54.06
EMP10740,29,Male,Bachelor,1,IT,Junior,2,7,11,Yes,Mumbai,1,15,86,33.59
EMP10741,47,Male,Bachelor,18,IT,Senior,4,10,58,No,Delhi,3,28,90,65.18
EMP10742,42,Male,Bachelor,19,Sales,Senior,1,9,15,Yes,Delhi,15,16,93,56.25
EMP10743,54,Female,PhD,20,Operations,Senior,1,6,38,No,Hyderabad,8,30,81,70.25
EMP10744,42,Female,Master,6,Sales,Junior,3,3,60,No,Delhi,6,22,75,82.92
EMP10745,46,Female,Diploma,8,HR,Mid,2,0,38,No,Chennai,3,28,83,40.04
EMP10746,51,Female,Bachelor,15,Sales,Mid,5,6,42,Yes,Hyderabad,6,1,90,57.17
EMP10747,35,Female,Diploma,6,IT,Junior,5,7,25,No,Hyderabad,2,12,77,39.5
EMP10748,30,Male,Bachelor,9,Operations,Mid,5,9,50,No,Mumbai,1,5,81,52.47
EMP10749,28,Male,PhD,7,IT,Junior,4,10,34,Yes,Chennai,7,8,63,48.98
EMP10750,22,Male,Master,1,Marketing,Junior,2,5,57,Yes,Mumbai,1,25,67,34.23
EMP10751,52,Male,Master,21,Marketing,Senior,1,5,55,No,Chennai,7,30,86,59.15
EMP10752,35,Female,Master,5,HR,Junior,3,1,18,Yes,Hyderabad,2,4,55,28.34
EMP10753,41,Male,PhD,11,Marketing,Mid,4,9,47,No,Hyderabad,0,10,53,47.19
EMP10754,29,Male,Master,7,Marketing,Junior,5,10,38,No,Mumbai,7,4,75,43.72
EMP10755,39,Female,Bachelor,11,IT,Mid,2,7,43,No,Hyderabad,11,5,88,49.63
EMP10756,28,Female,Bachelor,0,Sales,Junior,3,9,30,Yes,Mumbai,0,16,68,30.02
EMP10757,35,Female,Diploma,5,HR,Junior,1,2,54,Yes,Chennai,5,24,75,21.05
EMP10758,51,Female,Bachelor,17,HR,Senior,3,6,25,No,Delhi,2,17,96,56.03
EMP10759,58,Female,Master,28,Sales,Lead,1,4,29,Yes,Mumbai,5,19,58,73.29
EMP10760,33,Male,Bachelor,3,Marketing,Junior,1,5,46,Yes,Delhi,3,22,100,38.66
EMP10761,51,Male,Master,22,Marketing,Senior,2,0,7,Yes,Delhi,10,19,77,60.9
EMP10762,46,Female,PhD,14,IT,Mid,4,4,44,No,Chennai,5,21,97,58.67
EMP10763,49,Female,Master,15,Operations,Mid,3,0,7,Yes,Delhi,3,3,57,47.42
EMP10764,57,Male,Bachelor,29,Marketing,Lead,4,4,44,No,Mumbai,3,26,87,83.18
EMP10765,25,Female,Bachelor,0,Operations,Junior,5,2,25,Yes,Mumbai,0,13,85,31.09
EMP10766,28,Female,PhD,4,IT,Junior,2,9,44,Yes,Mumbai,4,1,85,37.94
EMP10767,31,Female,Bachelor,7,Operations,Junior,1,8,16,Yes,Chennai,1,3,57,27.91
EMP10768,21,Female,Bachelor,0,Marketing,Junior,2,4,2,No,Hyderabad,0,22,84,24.42
EMP10769,53,Male,Bachelor,21,HR,Senior,2,1,42,Yes,Mumbai,1,8,52,48
EMP10770,38,Female,Bachelor,5,HR,Junior,2,9,27,No,Chennai,2,18,66,21.08
EMP10771,37,Female,Diploma,9,HR,Mid,4,2,34,No,Mumbai,6,3,90,44.12
EMP10772,30,Male,Bachelor,9,Operations,Mid,3,6,24,Yes,Chennai,0,20,65,39.78
EMP10773,26,Female,Bachelor,0,Marketing,Junior,3,5,49,Yes,Chennai,0,5,64,25.01
EMP10774,28,Male,Master,0,Operations,Junior,2,8,46,No,Hyderabad,0,19,81,35.26
EMP10775,24,Female,Master,3,HR,Junior,2,5,60,No,Delhi,3,6,72,32.88
EMP10776,30,Female,Master,4,HR,Junior,2,2,24,No,Chennai,4,2,96,30.39
EMP10777,43,Male,Bachelor,9,IT,Mid,4,8,18,No,Chennai,8,14,83,44.27
EMP10778,26,Male,Bachelor,2,Sales,Junior,1,1,46,No,Delhi,2,3,60,23.3
EMP10779,48,Male,Bachelor,19,Operations,Senior,5,2,30,Yes,Delhi,15,17,93,60.14
EMP10780,55,Male,Master,26,Operations,Lead,3,3,47,Yes,Mumbai,1,20,78,75.69
EMP10781,29,Female,Bachelor,4,IT,Junior,5,5,60,No,Mumbai,1,14,81,38.31
EMP10782,28,Male,Master,0,Operations,Junior,3,4,30,No,Mumbai,0,9,63,33.6
EMP10783,53,Male,Master,22,Sales,Senior,1,7,57,No,Hyderabad,15,2,72,55.76
EMP10784,43,Female,Bachelor,13,Operations,Mid,2,6,22,Yes,Chennai,0,4,77,43.4
EMP10785,52,Female,Bachelor,12,Sales,Mid,1,2,49,No,Mumbai,8,8,80,38.91
EMP10786,38,Female,Master,13,IT,Mid,1,7,42,No,Mumbai,13,6,58,41.44
EMP10787,39,Male,Bachelor,11,HR,Mid,1,2,25,No,Hyderabad,11,24,71,34.38
EMP10788,52,Female,Master,20,Marketing,Senior,5,7,51,Yes,Delhi,4,11,98,65.39
EMP10789,22,Male,Bachelor,0,Sales,Junior,2,2,22,No,Delhi,0,25,93,35.04
EMP10790,39,Male,Master,7,HR,Junior,3,7,5,Yes,Hyderabad,7,8,89,35.42
EMP10791,37,Male,Master,10,Operations,Mid,2,10,52,Yes,Mumbai,10,7,80,49.85
EMP10792,58,Female,Diploma,18,HR,Senior,2,3,7,No,Delhi,4,13,52,45.69
EMP10793,26,Male,Bachelor,4,Marketing,Junior,1,6,26,No,Delhi,4,23,90,35.08
EMP10794,24,Female,Bachelor,2,IT,Junior,3,1,17,Yes,Delhi,2,9,72,75.25
EMP10795,41,Male,Bachelor,8,Sales,Mid,2,4,30,No,Hyderabad,8,30,88,43.86
EMP10796,28,Female,Master,0,Operations,Junior,1,10,0,No,Mumbai,0,11,73,22.89
EMP10797,34,Male,Bachelor,9,HR,Mid,5,6,5,Yes,Chennai,3,5,90,44.61
EMP10798,25,Male,Master,0,HR,Junior,5,9,21,Yes,Mumbai,0,24,80,34.97
EMP10799,56,Male,Diploma,23,IT,Senior,3,8,22,No,Chennai,11,15,90,69.27
EMP10800,53,Female,Bachelor,19,Operations,Senior,1,2,38,Yes,Mumbai,8,23,58,51.32
EMP10801,46,Female,Master,14,Marketing,Mid,4,10,34,No,Hyderabad,2,6,78,53.62
EMP10802,21,Female,Master,0,Operations,Junior,2,9,13,No,Hyderabad,0,29,100,37.1
EMP10803,39,Male,Bachelor,8,HR,Mid,3,8,7,No,Mumbai,5,8,52,32.64
EMP10804,24,Female,Master,2,Sales,Junior,2,3,34,No,Delhi,2,1,91,36.42
EMP10805,56,Male,PhD,22,HR,Senior,3,2,26,No,Mumbai,9,11,53,60.29
EMP10806,22,Female,Diploma,0,Sales,Junior,5,10,55,Yes,Chennai,0,24,97,31.16
EMP10807,38,Male,Master,13,Marketing,Mid,2,9,40,No,Mumbai,12,5,78,45.87
EMP10808,26,Male,Master,2,HR,Junior,4,2,29,No,Delhi,2,27,61,42.53
EMP10809,32,Male,Bachelor,7,Marketing,Junior,4,10,38,No,Delhi,6,3,59,30.49
EMP10810,29,Male,PhD,3,IT,Junior,1,9,6,Yes,Mumbai,3,13,51,41.6
EMP10811,38,Male,Master,10,Sales,Mid,2,10,38,Yes,Mumbai,0,26,50,40.39
EMP10812,57,Male,Bachelor,25,Sales,Lead,4,2,19,Yes,Delhi,10,16,59,66.15
EMP10813,27,Male,Bachelor,6,Marketing,Junior,5,4,6,No,Mumbai,6,5,50,34.84
EMP10814,39,Male,Bachelor,9,Sales,Mid,2,10,24,No,Delhi,3,16,60,43.14
EMP10815,28,Male,Bachelor,4,Sales,Junior,3,1,57,Yes,Chennai,1,20,59,31.81
EMP10816,40,Female,Diploma,13,IT,Mid,5,4,22,Yes,Mumbai,3,9,81,46.81
EMP10817,30,Female,PhD,2,IT,Junior,3,2,24,No,Hyderabad,2,24,100,49.79
EMP10818,41,Female,Bachelor,10,Marketing,Mid,2,2,49,No,Mumbai,10,12,70,37.29
EMP10819,36,Female,Master,5,HR,Junior,4,6,35,No,Delhi,5,18,84,39.77
EMP10820,47,Male,Bachelor,23,HR,Senior,5,9,49,Yes,Hyderabad,7,23,55,57.55
EMP10821,29,Male,Bachelor,4,HR,Junior,1,0,58,No,Mumbai,4,12,99,34.59
EMP10822,35,Male,Master,8,Marketing,Mid,1,2,7,No,Delhi,4,13,96,42.66
EMP10823,58,Female,Bachelor,17,HR,Senior,1,7,53,Yes,Delhi,5,1,59,46.23
EMP10824,47,Female,Master,14,Sales,Mid,2,2,30,No,Delhi,4,24,83,52.41
EMP10825,30,Male,Bachelor,9,Marketing,Mid,1,10,2,No,Hyderabad,5,17,60,44.77
EMP10826,53,Female,Diploma,21,HR,Senior,3,3,27,Yes,Chennai,5,9,55,49.33
EMP10827,35,Female,Master,9,Marketing,Mid,4,2,52,No,Mumbai,2,27,94,49.14
EMP10828,44,Female,Master,15,Sales,Mid,4,3,17,Yes,Mumbai,3,4,54,45.41
EMP10829,55,Male,Master,21,IT,Senior,1,1,13,Yes,Hyderabad,0,25,,65
EMP10830,57,Female,Bachelor,17,Sales,Senior,5,0,36,Yes,Hyderabad,15,2,53,53.57
EMP10831,46,Male,Master,20,IT,Senior,5,3,20,No,Chennai,12,24,72,65.65
EMP10832,53,Female,Master,10,IT,Mid,1,8,51,No,Mumbai,4,1,87,44.33
EMP10833,50,Male,PhD,22,HR,Senior,1,10,5,No,Chennai,7,29,63,63.48
EMP10834,42,Female,Bachelor,8,Operations,Mid,3,5,39,Yes,Mumbai,8,2,95,41.34
EMP10835,52,Male,Master,21,Marketing,Senior,1,0,9,No,Mumbai,9,18,100,62.64
EMP10836,31,Male,Bachelor,5,Marketing,Junior,1,4,36,No,Chennai,5,12,55,23.75
EMP10837,49,Female,Bachelor,15,Operations,Mid,2,1,36,Yes,Chennai,15,2,73,38.38
EMP10838,60,Female,Diploma,29,IT,Lead,3,5,5,Yes,Mumbai,13,17,78,75.23
EMP10839,56,Male,Master,25,IT,Lead,1,2,54,Yes,Chennai,3,10,74,74.26
EMP10840,26,Male,Master,5,Marketing,Junior,3,7,29,No,Mumbai,5,4,55,30.86
EMP10841,25,Female,Bachelor,4,Marketing,Junior,3,5,38,Yes,Mumbai,4,7,94,34.03
EMP10842,30,Female,Bachelor,1,Sales,Junior,2,5,36,No,Chennai,1,20,99,33.22
EMP10843,34,Male,Bachelor,3,IT,Junior,1,10,27,No,Chennai,3,9,90,37.06
EMP10844,49,Male,Diploma,14,Marketing,Mid,4,8,13,No,Hyderabad,8,6,53,40.75
EMP10845,43,Female,Diploma,14,Operations,Mid,4,7,30,No,Delhi,5,23,77,48.07
EMP10846,59,Female,Bachelor,25,Marketing,Lead,2,1,46,Yes,Chennai,4,11,92,65.38
EMP10847,28,Female,Master,7,Operations,Junior,4,4,33,Yes,Delhi,0,15,58,34.16
EMP10848,33,Male,Bachelor,7,HR,Junior,4,8,49,Yes,Hyderabad,5,20,74,42.62
EMP10849,22,Female,Bachelor,0,Sales,Junior,3,4,32,No,Chennai,0,23,81,28.42
EMP10850,42,Male,Master,14,Marketing,Mid,1,2,29,No,Chennai,13,12,61,40.79
EMP10851,60,Male,Master,24,Marketing,Lead,1,1,51,Yes,Chennai,3,3,91,67.12
EMP10852,60,Male,Master,25,Marketing,Lead,5,1,40,Yes,Mumbai,14,17,87,80.08
EMP10853,56,Female,Bachelor,22,Marketing,Senior,4,1,12,Yes,Hyderabad,15,4,72,54.98
EMP10854,53,Female,Master,21,IT,Senior,3,4,56,No,Delhi,8,10,100,72.3
EMP10855,30,Female,Bachelor,4,Marketing,Junior,3,8,52,Yes,Chennai,4,11,60,25.78
EMP10856,57,Female,Diploma,26,Operations,Lead,4,2,60,Yes,Chennai,12,24,61,68.59
EMP10857,29,Female,PhD,0,HR,Junior,5,1,40,No,Mumbai,0,27,98,46.44
EMP10858,22,Male,Master,0,IT,Junior,4,0,40,Yes,Chennai,0,1,89,33.28
EMP10859,43,Male,Master,14,Marketing,Mid,2,3,41,No,Delhi,7,10,62,43.37
EMP10860,30,Male,Bachelor,8,Sales,Mid,1,10,37,No,Mumbai,3,4,79,37.04
EMP10861,52,Male,Bachelor,20,Marketing,Senior,3,3,25,Yes,Mumbai,3,16,100,59.82
EMP10862,45,Male,Bachelor,17,HR,Senior,3,10,58,Yes,Delhi,14,26,60,55.85
EMP10863,43,Female,Diploma,9,HR,Mid,4,9,38,Yes,Delhi,0,6,83,42.71
EMP10864,30,Male,Bachelor,3,HR,Junior,2,5,7,No,Hyderabad,3,1,70,27.32
EMP10865,26,Female,Bachelor,,Marketing,Junior,3,8,41,Yes,Hyderabad,4,15,97,41.56
EMP10866,38,Male,Diploma,9,Marketing,Mid,4,1,37,No,Chennai,9,6,100,38.55
EMP10867,38,Female,Bachelor,,IT,Mid,3,9,6,No,Mumbai,10,14,62,44.39
EMP10868,53,Female,Bachelor,22,IT,Senior,3,9,26,Yes,Hyderabad,9,20,91,61.8
EMP10869,32,Female,Bachelor,2,Sales,Junior,3,3,4,Yes,Delhi,2,22,73,28.35
EMP10870,21,Male,Bachelor,0,Operations,Junior,3,3,29,Yes,Mumbai,0,29,64,36.93
EMP10871,38,Female,Bachelor,9,Sales,Mid,5,10,4,Yes,Mumbai,9,22,98,51.19
EMP10872,52,Female,Bachelor,18,Sales,Senior,4,0,17,No,Mumbai,13,4,57,55.04
EMP10873,39,Female,Bachelor,7,Marketing,Junior,1,10,50,Yes,Delhi,0,30,79,37.37
EMP10874,22,Female,Bachelor,1,Sales,Junior,1,7,6,No,Delhi,1,24,69,30.15
EMP10875,41,Female,Master,12,IT,Mid,4,9,3,No,Delhi,12,10,94,57.6
EMP10876,24,Female,Bachelor,0,IT,Junior,1,2,6,Yes,Hyderabad,0,28,94,35.83
EMP10877,55,Female,Bachelor,17,Sales,Senior,1,0,16,No,Hyderabad,1,4,53,39.06
EMP10878,29,Female,Master,6,IT,Junior,5,7,7,Yes,Chennai,4,11,59,44.17
EMP10879,38,Female,Master,9,Sales,Mid,3,7,14,Yes,Mumbai,2,9,99,51.21
EMP10880,25,Female,PhD,4,HR,Junior,4,0,13,No,Delhi,0,22,63,42.39
EMP10881,58,Female,Master,28,Operations,Lead,5,8,54,Yes,Mumbai,10,25,69,84.68
EMP10882,44,Male,Bachelor,14,Marketing,Mid,4,7,55,Yes,Hyderabad,6,25,75,44.14
EMP10883,57,Male,Bachelor,20,Marketing,Senior,1,2,29,Yes,Hyderabad,3,24,57,48.92
EMP10884,54,Male,Bachelor,28,HR,Lead,4,5,16,Yes,Chennai,3,30,85,74.92
EMP10885,53,Male,Master,19,Marketing,Senior,3,0,28,Yes,Hyderabad,8,12,56,55.05
EMP10886,32,Male,Master,6,HR,Junior,5,4,33,Yes,Mumbai,6,17,77,45.14
EMP10887,23,Female,Bachelor,0,Operations,Junior,5,4,15,No,Chennai,0,18,56,30.28
EMP10888,35,Female,Master,5,Operations,Junior,3,7,13,No,Delhi,5,26,63,34.79
EMP10889,53,Male,Bachelor,16,IT,Senior,5,7,47,Yes,Mumbai,9,28,94,66.59
EMP10890,50,Male,Bachelor,15,Sales,Mid,2,0,42,Yes,Mumbai,15,14,71,41.87
EMP10891,21,Female,Bachelor,0,IT,Junior,5,5,30,No,Mumbai,0,16,65,34.7
EMP10892,31,Female,Master,0,Sales,Junior,2,1,6,No,Chennai,0,26,97,36.33
EMP10893,50,Female,Bachelor,17,Operations,Senior,1,5,19,Yes,Mumbai,10,29,83,53.18
EMP10894,35,Female,Bachelor,7,IT,Junior,2,5,31,Yes,Chennai,0,8,86,34.04
EMP10895,38,Female,Diploma,11,Marketing,Mid,5,7,56,No,Hyderabad,5,9,93,49.27
EMP10896,23,Male,Bachelor,0,Marketing,Junior,5,8,44,No,Hyderabad,0,27,89,37
EMP10897,21,Female,Master,0,HR,Junior,4,10,9,No,Chennai,0,22,59,33.26
EMP10898,39,Male,Bachelor,11,Sales,Mid,1,7,2,Yes,Chennai,6,10,87,38.29
EMP10899,21,Male,Diploma,0,Sales,Junior,1,4,8,Yes,Mumbai,0,29,68,24.31
EMP10900,26,Male,PhD,5,Marketing,Junior,3,3,2,No,Chennai,5,30,72,41.76
EMP10901,27,Female,Master,6,Sales,Junior,3,4,38,Yes,Mumbai,6,6,86,38.02
EMP10902,47,Female,Master,12,Marketing,Mid,5,3,19,No,Delhi,9,3,,40.61
EMP10903,49,Female,Master,9,Marketing,Mid,3,8,59,No,Delhi,9,15,72,39.05
EMP10904,22,Male,Master,1,Sales,Junior,4,1,48,Yes,Hyderabad,1,20,69,35.08
EMP10905,46,Female,PhD,8,IT,Mid,2,6,42,Yes,Hyderabad,0,15,98,56.39
EMP10906,27,Female,Diploma,1,IT,Junior,3,9,6,Yes,Mumbai,1,19,80,35.34
EMP10907,56,Female,Master,27,IT,Lead,4,2,14,No,Mumbai,4,10,90,83.09
EMP10908,21,Male,Bachelor,0,Marketing,Junior,2,9,56,Yes,Chennai,0,17,56,21.83
EMP10909,28,Female,PhD,0,Marketing,Junior,3,6,30,Yes,Chennai,0,27,65,34.29
EMP10910,22,Male,Master,0,Sales,Junior,2,2,52,No,Delhi,0,6,82,26.14
EMP10911,52,Male,Master,18,Marketing,Senior,3,10,17,Yes,Delhi,12,13,94,61.63
EMP10912,28,Female,Bachelor,3,Sales,Junior,5,6,0,Yes,Chennai,3,2,91,32.1
EMP10913,50,Male,Bachelor,18,Operations,Senior,3,0,10,No,Delhi,11,17,82,57.73
EMP10914,30,Male,Bachelor,1,Sales,Junior,3,10,46,No,Delhi,1,15,95,38.88
EMP10915,51,Female,Bachelor,17,Sales,Senior,4,7,38,No,Chennai,5,19,95,59.51
EMP10916,22,Female,Bachelor,1,HR,Junior,2,3,6,Yes,Delhi,1,16,93,29.65
EMP10917,32,Female,Bachelor,10,IT,Mid,4,6,59,No,Hyderabad,2,2,89,47.41
EMP10918,22,Male,Bachelor,0,Marketing,Junior,2,5,6,No,Hyderabad,0,13,58,24.88
EMP10919,31,Male,Master,1,IT,Junior,4,8,51,Yes,Delhi,1,3,87,38.28
EMP10920,21,Female,Bachelor,0,HR,Junior,3,6,36,No,Hyderabad,0,11,61,24.03
EMP10921,56,Male,Master,20,HR,Senior,2,1,28,No,Delhi,13,21,74,50.95
EMP10922,35,Female,Diploma,6,Sales,Junior,1,9,34,No,Hyderabad,6,1,64,26.68
EMP10923,31,Female,Bachelor,6,IT,Junior,3,1,34,Yes,Chennai,6,28,83,36.17
EMP10924,37,Female,Diploma,14,IT,Mid,1,0,21,Yes,Mumbai,13,9,62,37.6
EMP10925,42,Male,Bachelor,16,IT,Senior,1,3,31,No,Delhi,2,26,86,58.18
EMP10926,51,Female,Master,15,Sales,Mid,2,4,46,No,Chennai,1,4,52,46.63
EMP10927,35,Female,Master,3,IT,Junior,1,0,1,No,Delhi,3,18,88,38.76
EMP10928,45,Male,Bachelor,18,Operations,Senior,2,6,44,No,Hyderabad,13,18,58,51.29
EMP10929,48,Male,Bachelor,21,Operations,Senior,1,3,14,Yes,Delhi,2,19,50,51.85
EMP10930,36,Female,Bachelor,10,Sales,Mid,1,1,3,Yes,Hyderabad,4,15,61,36.73
EMP10931,46,Male,Master,14,Sales,Mid,4,10,7,Yes,Chennai,2,3,66,49.53
EMP10932,44,Female,Master,16,Operations,Senior,5,4,55,Yes,Delhi,7,17,67,54.3
EMP10933,47,Male,Bachelor,20,Operations,Senior,5,7,17,Yes,Delhi,2,7,58,52.71
EMP10934,30,Female,Diploma,9,IT,Mid,1,3,44,No,Delhi,9,21,98,46.78
EMP10935,58,Female,Master,17,Marketing,Senior,4,4,52,No,Chennai,2,2,67,51.72
EMP10936,34,Female,Bachelor,3,Sales,Junior,4,2,42,Yes,Hyderabad,3,18,53,29.21
EMP10937,37,Female,Diploma,8,IT,Mid,5,3,48,Yes,Chennai,0,11,96,47.54
EMP10938,39,Female,Master,16,HR,Senior,5,7,27,Yes,Delhi,8,6,74,60.49
EMP10939,38,Female,Bachelor,7,Sales,Junior,1,3,49,No,Hyderabad,7,11,86,32.17
EMP10940,59,Male,Bachelor,16,IT,Senior,1,1,19,No,Delhi,10,27,66,51.08
EMP10941,43,Male,Bachelor,17,Operations,Senior,4,10,54,No,Delhi,6,14,53,59.9
EMP10942,37,Male,Bachelor,4,Operations,Junior,3,4,55,Yes,Mumbai,4,5,64,29.12
EMP10943,23,Male,Master,1,HR,Junior,2,10,32,Yes,Hyderabad,1,19,70,32.04
EMP10944,22,Female,Bachelor,0,Operations,Junior,3,8,45,No,Delhi,0,20,65,31.92
EMP10945,36,Female,Bachelor,7,Marketing,Junior,2,5,36,No,Mumbai,7,27,93,39.11
EMP10946,59,Male,Bachelor,24,IT,Lead,3,5,26,No,Mumbai,11,16,68,72.02
EMP10947,22,Female,Diploma,0,Marketing,Junior,1,9,13,Yes,Mumbai,0,17,95,28.52
EMP10948,26,Male,PhD,2,Operations,Junior,1,3,36,Yes,Chennai,2,18,96,38.09
EMP10949,54,Female,Diploma,18,Sales,Senior,4,5,17,Yes,Hyderabad,6,27,86,63.8
EMP10950,41,Female,Master,14,IT,Mid,1,3,28,No,Chennai,13,12,55,42.76
EMP10951,49,Male,PhD,19,Marketing,Senior,4,3,36,Yes,Hyderabad,4,30,84,67.6
EMP10952,42,Male,Master,17,HR,Senior,3,1,5,Yes,Chennai,13,14,82,55.31
EMP10953,28,Male,Diploma,3,Marketing,Junior,4,4,48,Yes,Mumbai,3,24,,31.44
EMP10954,29,Female,Bachelor,0,Operations,Junior,5,8,58,Yes,Hyderabad,0,29,77,33.87
EMP10955,42,Male,Master,7,Sales,Junior,5,9,39,No,Chennai,3,24,52,40.53
EMP10956,48,Male,Bachelor,23,IT,Senior,3,7,44,No,Chennai,4,24,61,68.94
EMP10957,49,Male,Bachelor,19,Sales,Senior,2,8,46,Yes,Chennai,8,25,56,55.4
EMP10958,45,Male,Bachelor,7,Sales,Junior,3,2,9,No,Delhi,1,27,97,38.72
EMP10959,31,Male,Bachelor,2,Sales,Junior,1,4,17,Yes,Mumbai,2,15,64,25.24
EMP10960,30,Male,Diploma,4,Operations,Junior,1,3,35,Yes,Delhi,4,1,88,25.98
EMP10961,22,Male,PhD,0,Sales,Junior,3,3,18,Yes,Delhi,0,24,78,41.14
EMP10962,48,Male,Diploma,11,IT,Mid,4,4,5,Yes,Delhi,4,9,96,48.02
EMP10963,53,Female,Diploma,27,IT,Lead,3,4,29,No,Delhi,2,23,94,73.94
EMP10964,54,Male,Bachelor,9,Operations,Mid,3,3,53,No,Mumbai,1,21,90,45.34
EMP10965,37,Female,Bachelor,14,IT,Mid,4,2,31,Yes,Delhi,5,24,81,58.03
EMP10966,52,Female,Master,13,Operations,Mid,5,9,13,Yes,Hyderabad,5,2,76,52.19
